Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
2018,1,50.7,NA,NA
2018,2,10.32,NA,NA
2018,3,74.53,NA,NA
2018,4,131.36,NA,NA
2018,5,39.96,NA,NA
2018,6,343.72,NA,NA
2018,7,166.5,NA,NA
2018,8,232.14,NA,NA
2018,9,337.07,NA,NA
2018,10,302.62,NA,NA
2018,11,51.25,NA,NA
2018,12,22.06,NA,NA
2019,1,28.04,NA,NA
2019,2,14.01,NA,NA
2019,3,20.03,NA,NA
2019,4,20.31,NA,NA
2019,5,30.01,NA,NA
2019,6,352.41,NA,NA
2019,7,342.23,NA,NA
2019,8,297.03,NA,NA
2019,9,272.53,NA,NA
2019,10,353.52,NA,NA
2019,11,27.04,NA,NA
2019,12,16.02,NA,NA
2020,1,40.01,NA,NA
2020,2,4.01,NA,NA
2020,3,9.5,NA,NA
2020,4,6,NA,NA
2020,5,175.01,NA,NA
2020,6,636,NA,NA
2020,7,61,NA,NA
2020,8,NA,NA,NA
2020,9,549.51,NA,NA
2020,10,42.01,NA,NA
2020,11,14.02,NA,NA
2020,12,8.5,NA,NA
2021,1,141.8,NA,NA
2021,2,6.7,NA,NA
2021,3,8.51,NA,NA
2021,4,3.01,NA,NA
2021,5,305.51,NA,NA
2021,6,390.51,NA,NA
2021,7,184.02,NA,NA
2021,8,215.01,NA,NA
2021,9,364.03,NA,NA
2021,10,105.01,NA,NA
2021,11,35.01,NA,NA
2021,12,13.02,NA,NA
2022,1,44.05,NA,NA
2022,2,28.02,NA,NA
2022,3,2.03,NA,NA
2022,4,NA,NA,NA
2023,5,198.84,NA,NA
2023,6,126.04,NA,NA
2023,7,NA,NA,NA
2023,8,227.03,NA,NA
2023,9,186.03,NA,NA
2023,10,310.08,NA,NA
2023,11,62.76,NA,NA
2023,12,NA,NA,NA
2024,1,73.03,NA,NA
2024,2,12.04,NA,NA
2024,3,12.5,NA,NA
2024,4,31,NA,NA
2024,5,7.1,NA,NA
2024,6,573.52,NA,NA
2024,7,398.06,NA,NA
2024,8,231.74,NA,NA
2024,9,240.07,NA,NA
2024,10,162.11,NA,NA
2024,11,37.02,NA,NA
2024,12,18.86,NA,NA
2025,1,21.69,NA,NA
2025,2,46.49,NA,NA
