Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1965,6,77.3,21.9667,8.3667
1965,7,38.71,21.1935,8.0645
1965,8,57.7,20.871,9.5484000000000009
1965,9,27.9,21.9667,8.1667
1965,10,13.3,18.8065,6.3548
1965,11,0,20.3,1
1965,12,15.01,18.7742,2.9032
1966,1,1.8,18.1935,1.5806
1966,2,22.6,18.5,4.25
1966,3,24.4,20.0645,3.871
1966,4,46,22.3,7.5667
1966,5,47.2,22.6774,6.6452
1966,6,74.9,21.4,9.2667
1966,7,27.1,21.6774,9.3871
1966,8,99,21.3548,8.1613
1966,9,76.2,20.8,8.3
1966,10,13,18.7097,6.7742000000000004
1966,11,0.5,17.8667,0.1
1966,12,1.3,18.1935,-1.2903
1967,1,7.2,18.1935,-0.4839
1967,2,0,19.7857,-0.2321
1967,3,15.3,21.4516,0.8387
1967,4,21,22.3333,4.3667
1967,5,48.8,23.5806,6.3871
1967,6,24.3,21.9333,9.0667
1967,7,20.2,21.5484,6.9355
1967,8,56.7,20.8065,8.5806
1967,9,108.1,19.6667,8.6667
1967,10,75.5,18.7742,6.8065
1967,11,4.5,19.1,1.7667
1967,12,1.1,18.8387,2
1968,1,10.1,18.1613,-1.129
1968,2,31.3,16.931,0
1968,3,2.4,20.5806,1.7097
1968,4,87.1,22.5667,6.7
1968,5,37.8,22.6774,7.8387
1968,6,105.6,21.4667,9.3
1968,7,27.4,20,8.2581
1968,8,32,20.5484,8.4194
1968,9,47,20.5,9.2
1968,10,13.8,19.6774,6.6452
1968,11,4.8,20,2.6667
1969,1,30.2,19.4667,0
1969,2,6.8,20.9286,2.6071
1969,3,18.01,21.6774,6.5806
1969,4,35,23.8333,6.1667
1969,5,33.8,22.871,6.8065
1969,6,48.6,23.6,8.2667
1969,7,57.6,21.9677,8.6774
1969,8,289.7,20.2581,9.871
1969,9,47.73,18.9667,9.9333
1969,10,18.1,20.5161,6.2258
1969,11,1,19.6667,1.5667
1969,12,0.2,18.8065,0.4839
1970,1,2.6,18.871,-0.129
1970,2,11.7,18.3929,1.1429
1970,3,0,23.129,3.3871000000000002
1970,4,0,26.3,5.5333
1970,5,23.4,22.7742,5.2581
1970,6,113.7,21.3,9.1333
1970,7,43.4,20.7742,8.7419
1970,8,71.8,20.8065,8.3548
1970,9,104.3,19.5333,9.1
1970,10,4.3,20.5484,5.7742000000000004
1970,11,0,18.4667,-1.7333
1970,12,0,19.7742,-2.129
1971,1,1.5,20.096800000000002,-1.5645
1971,2,0,21,-0.4643
1971,3,4,21.9677,1.9516
1971,4,11.7,22.4333,3.9833
1971,5,44.2,24.3226,6.6774
1971,6,68.1,21.1,8.7667
1971,7,21.5,20.1935,7.9677
1971,8,18.7,20.2903,7.1613
1971,9,68.1,21.0333,9.3667
1971,10,60.2,19.7419,6.9677
1971,11,19.3,18.8,2.7667
1971,12,2.7,18.4516,1.9032
1972,1,1.7,18.871,0.6774
1972,2,0,19.6897,-0.7241
1972,3,28.3,21.4516,3.3548
1972,4,25.3,24.45,4.9167
1972,5,78,23.4516,7.4516
1972,6,90.4,21.4333,9.7333
1972,7,49.2,20.0161,9.0161
1972,8,27.6,20.1935,7.7419
1972,9,65.6,21.75,7.6667
1972,10,12.6,20.6452,6.1774
1972,11,31.4,20.55,5.7667
1972,12,3.9,18.8387,0.8065
1973,1,0,20.5323,-2.1452
1973,2,0.4,21.5536,1.5
1973,3,1,25.3871,4.9516
1973,4,25.1,24.0833,7.4833
1973,5,32.6,23.4839,7.629
1973,6,164.8,21.45,9.4167
1973,7,63,20.6129,9.0484000000000009
1973,8,63.6,19.629,9.2903
1973,9,59.5,20.75,8.2167
1973,10,38.4,19,8.0161
1973,11,7.2,19.2333,2.9333
1973,12,0.5,17.6613,-0.5484
1974,1,0.3,20.3387,-0.5
1974,2,0,19.625,-0.0357
1974,3,30.6,22.371,2
1974,4,58,22.8667,6.15
1974,5,84.2,23.4355,8.0323
1974,6,106.1,19.85,9.1667
1974,7,89.4,19.8548,7.0161
1974,8,9.2,21.7903,6.2258
1974,9,176.9,19.3167,6.9167
1974,10,0.3,17.9355,5.0968
1974,11,1.1,18.95,0.6333
1974,12,0,20.0323,-0.5
1975,1,5.5,18.629,-0.4032
1975,2,10.7,20.5536,1.9286
1975,3,2.6,24.1452,3.7742
1975,4,3.4,25.5667,5.1167
1975,5,107,23.5806,8.1452
1975,6,47.2,21.15,8.9167
1975,7,39.1,20.6129,7.6613
1975,8,17.4,21.5484,6.9355
1975,9,66.3,19.2167,7.0333
1975,10,7,18.7419,5.3871
1975,11,0.4,19.2833,0.65
1975,12,0,17.096800000000002,0.0161
1976,1,0,17.129,-1.371
1976,2,12.3,18.5517,-2.6207
1976,3,1.9,23.2097,2.5806
1976,4,110,22.2833,6.4167
1976,5,86.9,22.0323,7.0484
1976,6,64.8,20.2333,8.2
1976,7,105.5,20.371,8.9516
1976,8,61.4,20.5,7.3871
1976,9,22,21.5667,7.7667
1976,10,75.6,19.7419,6.1452
1976,11,0.3,17.6667,4.8167
1976,12,1.2,19.371,1.7903
1977,1,0,20.6129,-0.6613
1977,2,21.5,19.1607,1.4464
1977,3,0,24.1613,2.8387
1977,4,21.5,20.9167,4.9167
1977,5,42.4,23.4194,6.5645
1977,6,61.1,20.6833,7.75
1977,7,6.7,21.1935,7.1613
1977,8,71.9,22.2419,7.4032
1977,9,27.7,21.4167,7.6667
1977,10,13.2,20.5645,7.5161
1977,11,33.2,18.9667,2.6167
1977,12,6.2,19.371,2.2742
1978,1,5.5,19.3226,0.0645
1978,2,3,18.4821,1.2321
1978,3,29.7,20.6323,2.8871000000000002
1978,4,19.8,25.25,6.0167
1978,5,26.9,24.6452,8.5161
1978,6,150.7,20.6167,9.9833
1978,7,39.9,20.8065,9.0161
1978,8,44.9,21.2097,8.371
1978,9,113.9,19.5167,9.1167
1978,10,19.7,19.0645,7.0484
1978,11,7.3,19.7833,4.0333
1978,12,2,20.871,2.1774
1979,1,0,19.0323,0.1452
1979,2,33.7,19.8393,3.1786
1979,3,0.5,23.5645,4.0968
1979,4,58.1,23.9667,6.75
1979,5,35.6,23.9032,8.0968
1979,6,84.5,20.95,8.55
1979,7,83.2,21.4677,9.4355
1979,8,66.3,20.2258,8.4677
1979,9,120.1,18.3833,7.8833
1979,10,10,21.2903,2.9516
1979,11,0,18.4,3.85
1979,12,5.2,18.6452,2.1613
1980,1,5.7,18.9839,1.2097
