Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1941,2,0,30.3571,4.9821
1941,3,178,25.0323,6.8387
1941,4,609,26.9333,8.7667
1941,5,335,26.5645,3.7581
1941,6,829,25.7167,9.5333
1941,7,417,24.1613,8.8871
1942,3,18.5,26.5645,7.129
1942,5,131,25.9032,10.4839
1945,6,112.5,23.05,8.7
1945,7,76,21.3387,8.0968
1945,8,100.5,19.9032,8.0806
1945,9,78,20.35,7.8
1945,10,55.5,19.8387,5.7903
1945,11,12.5,20.3,3.8333
1945,12,0,20.871,3.8548
1946,1,14.5,19.5645,3.6613
1946,2,5,20.8214,3.6786
1946,3,2.5,24.2581,4.8387
1946,4,81,23.0833,5.75
1946,5,120.5,24.4677,9.129
1946,6,90,20.1833,8.1
1946,7,6.5,22.4839,7.1935
1946,8,49.5,21.5806,7
1946,9,42.5,21,8.0833
1946,10,63,20.1129,6.5484
1946,11,24,19.7667,5.2333
1946,12,2,19.5161,3.1935
1947,1,17,18.9677,4
1947,2,20,20.2857,3.75
1947,3,3,23.2903,7.4194
1947,4,23,23.0333,7.9667
1947,5,124.5,20.1613,8.5806
1947,6,40.5,21.5667,8.7
1947,7,64.5,21.1613,7.7097
1947,8,132.5,19.2581,7.1935
1947,9,98,18.6333,7.1333
1947,10,36,19.8065,6.8065
1947,11,44,18.9,5.3667
1947,12,5.5,17.3871,3.8387
1948,1,12.5,16.871,2.6452
1948,2,0,21.6207,4.4828
1948,3,12,24.5484,6.5161
1948,4,20,23,5.5333
1948,5,183,21.596800000000002,7.0645
1948,6,64,21.5333,4.9667
1948,7,96,20.9355,6.2258
1948,8,95,22.0323,6.8387
1948,9,63,20.5333,6.8
1948,10,3,20.2258,3.4839
1948,11,17,20.0333,3.6
1948,12,0,18.6774,0.6774
1949,1,2,18.5806,0.8387
1949,2,0,21.7857,4
1949,3,6,24.0323,5.3226
1949,4,6,24.7333,5.7333
1949,5,107,23.5484,6.5484
1949,6,105,21.6,7.1
1949,7,86,20.8065,6.0968
1949,8,37,21.6452,5.871
1949,9,248,19.8333,5.6333
1949,10,0,21.4194,6.4194
1949,11,0,17.5667,-0.2667
1949,12,0,16.8065,0
1950,1,0,17.7742,1.6129
1950,2,0,19.6786,2.5
1950,3,33,22.1935,4.4194
1950,4,83,23.1667,4.5
1950,5,106,23.0323,5
1950,6,107,21.6333,4.5667
1950,7,101,21.5806,7.2903
1950,8,43,21.871,5.7097
1950,9,114,20.8333,5.2
1950,10,33,20.2258,3.6774
1950,11,0,19.4667,0.7
1950,12,0,18.5161,-0.8387
1951,1,0,21.4194,2.9677
1951,2,0,23.2143,4.3214
1951,3,26,22.9355,4.7419
1951,4,2,25.8333,5.5
1951,5,213,21.9032,3.4194
