Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1958,7,733.63,28.8226,17.9194
1958,8,442.59,30.8548,16.8871
1958,9,471.46,29.9667,17.9
1958,10,514.66,27.8065,17.7903
1958,11,242.12,26.75,15.7833
1958,12,83.68,22.371,13.7258
1959,1,36.19,23.2258,11.6452
1959,2,58.21,27.6607,13.0893
1959,3,84.69,26.3226,13.371
1959,4,113.66,28.9333,14.9667
1959,5,205.19,31.1613,16.4677
1959,6,720.07,30.2333,18.3167
1959,7,408.08,30.096800000000002,16.5323
1959,8,462.6,30.3065,16.3065
1959,9,230.66,30.7833,16.46
1959,10,460.12,28.9355,17.4677
1959,11,69.18,25.2333,13.4333
1959,12,34.02,24.2667,11.1
1960,1,73.71,25.5484,11.1774
1960,2,19.71,25.3793,8.2241
1960,3,54.15,27.5806,12.1774
1960,4,14.21,32.35,13.4833
1960,5,66.18,33.5968,17.3387
1960,6,358.14,33.2667,16.9667
1960,7,706.54,29.9355,17.0323
1960,8,303.58,30.6129,17.6774
1960,9,491.52,29.35,17.3
1960,10,293.62,29.8548,16.9194
1960,11,124.17,27.7833,14.7
1960,12,69.13,23.2742,12.1613
1961,1,82.5,21.9677,12.2097
1961,2,42,24.75,10.7857
1961,3,83.5,34.8226,17.1452
1961,4,504.5,31.1833,17.9833
1961,5,83.5,34.8226,17.1452
1961,6,504.5,31.1833,17.9833
1961,7,768,29.1452,16.8871
1961,8,191.5,30.6774,16.096800000000002
1961,9,390.5,30.6833,16.9167
1961,10,84,27.871,15.4839
1961,11,103,26.7333,14.8
1961,12,83.52,26.1613,12.3548
1962,1,21.51,24.2742,10.2258
1962,2,8,31.0536,11.5536
1962,3,39.03,30.2581,13.2258
1962,4,135.52,30,15
1962,5,95.53,31.3065,16.871
1962,6,209.01,31.6333,17.4333
1962,7,384.03,30.6129,16.4032
1962,8,309.56,31.2258,16.5323
1962,9,326.52,30.7333,17.5
1962,10,230.05,30.2742,16.5323
1962,11,130.52,27.3833,12.5
1962,12,46.04,24.9516,13.7258
1963,1,44.52,25.2581,11.1935
1963,2,11.5,26.5536,10.0893
1963,3,14.01,31,13.4677
1963,4,25,34.1333,15.1833
1963,5,134.53,31.9194,16.871
1963,6,335.5,32.0333,18.5667
1963,7,620.5,29.8226,17.3226
1963,8,299,30.3387,17.2903
1963,9,441,29.55,17.7
1963,10,312.5,28.1935,15.9839
1963,11,87.5,27,13.5
1963,12,66,22.3226,11.6129
1964,1,21.5,23.0645,10.9516
1964,2,34,24.5172,12.0345
1964,3,55,29.7742,14.1613
1964,4,10,34.15,15.7833
1964,5,174,32.9355,17.4194
1964,6,474,28.8667,17.6667
1964,7,413.5,28.7419,17.0484
1964,8,315,29.7581,16.9839
1964,9,466,29.4833,17.6
1964,10,252.5,26.1935,15.0323
1964,11,84,27.0833,14.5833
1964,12,41,24.9839,12.871
1965,1,73.5,24.2903,11.1774
1965,2,73.5,24.7143,11.9286
1965,3,56.5,26.7419,12.9677
1965,4,26.5,31.4667,15.4833
1965,5,69,31.7742,17.4032
1965,6,376,30.2333,17.9833
1965,7,531.56,28.5161,16.5323
1965,8,461,28.2581,16.9516
1965,9,322,29.1667,17
1965,10,328,27.0645,16.5
1965,11,147.5,27.05,13.2667
1965,12,108.5,23.2419,13.6452
1966,1,48.5,20.871,11.5
1966,2,77,22.9286,11.6071
1966,3,121.5,24.3548,13.1613
1966,4,30.5,29.1,16.15
1966,5,205,28.6452,17.096800000000002
1966,6,405,29.4167,17.1833
1966,7,396.5,29.2667,17.4333
1966,8,405,29.4355,17.1129
1966,9,396.5,29.2667,17.4333
1966,10,200.5,26.7742,16.6129
1966,11,141.5,25.2833,12.0333
1966,12,41.5,22.9194,10.3871
1967,1,35,22.8387,10.4839
1967,2,62.5,23.5714,10.3036
1967,3,14,28.2903,12.5806
1967,4,88,30.1,15.55
1967,5,102.5,31.4677,16.8226
1967,6,272.5,29.8167,17.9667
1967,7,307.5,28.5806,16.4677
1967,8,267,29.2097,17.1129
1967,9,367.5,27.8167,17.25
1967,10,217.5,26.2581,15.5161
1967,11,82.5,26.45,12.8
1967,12,51.5,25,12.9677
1968,1,24.5,23.8387,11.8387
1968,2,161,29.8276,16.1379
1968,3,4.5,33.1,16.6167
1968,4,229,33.1,17.65
1968,5,341.5,29.8833,17.9
1968,6,223,29.15,16.4667
1968,7,276.5,30.0484,16.9839
1968,8,587,28.2333,16.8667
1968,9,175.5,28.9667,18.0333
1968,10,336,28.3548,16.629
1968,11,239.5,25.6167,13.6667
