Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1966,9,111.6,20.8167,8.3233
1966,10,54,19.4,5.9839
1966,11,4,20.9333,1.2333
1966,12,1.5,17.3387,3.1613
1967,1,6,17.7194,2.0161
1967,2,6,17.75,0.9643
1967,3,0,18.5161,2.7419
1967,4,20,15.8333,4
1967,5,31,16.8548,2.6613
1967,6,43,14.4667,4.3
1967,7,22.5,13.3871,4.8871
1967,8,84.5,13.371,3.6774
1967,9,169,13.1833,5.6833
1967,10,43,12.4677,4.2419
1967,11,1,12.3,3.9333
1967,12,3,12.1613,4
1968,1,5,12.7742,4.6129
1968,2,36,12.7241,4.6897
1968,3,0,13.4839,5.1613
1968,4,90,13.7667,5.5333
1968,5,90,14.2581,4.9839
1968,6,162,15.9,6.0333
1968,7,43,16.8065,5.1613
1968,8,40,15.3226,4.6323
1968,9,67,14.75,4.6333
1968,10,0,14.8387,5.0968
1968,11,10,13.9,5.8333
1968,12,11,13.9677,5.9032
1969,1,32,14.2692,3.3731
1969,2,10,13.2857,3.1786
1969,3,31.4,13.2903,5.8065
1969,4,32,13.9231,6.1538
1969,5,39,13.931,6.2414
1969,6,13,14.5345,6.7931
1969,7,39,15.2833,6.9667
1969,9,32,15.3103,6.2759
1969,10,0.11,15.1613,6.0645
1969,11,0,15.931,5.7103
1969,12,0,16.1333,4.2667
1970,1,0,16.0355,0.4355
1970,2,19,17.3571,1
1970,3,0,17.3226,7
1970,4,0,18.87,7.0667
1970,5,30,19.4516,8.3226
1970,6,29,20.2333,8.7667
1970,7,41,20.3065,8.629
1970,8,96,17.8387,7.871
1970,9,138,18.3333,7.9667
1970,10,19,18.8742,7.6452
1970,11,0,19.7033,5.2067
1970,12,0.6,20.129,-3.9774
1971,1,0.6,22.1774,-1.9839
1971,2,8,22.9286,-1.7
1971,3,5,23.9516,1.5387
1971,4,30.5,24.5,2.3933
1971,5,49,25.7903,3.5645
1971,6,68,22.75,5.2333
1971,7,31.5,21.129,5.1613
1971,8,55,21.7581,4.9355
1971,9,49,22.6333,7.8333
1971,10,72,21.129,7.7548
1971,11,50,19.9,2.7367
1971,12,11,19.8871,1.7677
1972,1,11,21.129,0.571
1972,2,7,22.069,-1.5724
1972,3,23.1,23.9839,2
1972,4,NA,26.3182,4.5909
1972,5,47,25.6613,5.0774
1972,6,42.6,22.9,5.25
1972,7,34.2,20.4839,5.1419
1972,8,46,19.8065,5.371
1972,9,46.63,22.3333,4.2833
1972,10,32.23,20.4032,4.7516
1972,11,77.5,21.45,5.1333
1972,12,1.5,20.5806,1.9839
1973,1,0,21.596800000000002,-2.5484
1973,2,2,22.2679,0.2321
1973,3,0,27.7742,3.3065
1973,4,28,25.4667,6.61
1973,5,41,24.7581,6.6774
1973,6,198,23.8,7.2667
1973,7,107,21.9839,7.9839
1973,8,86,21.3387,8.3226
1973,9,73.5,21.6667,6.8
1973,10,42.3,19.4839,7.0968
1973,11,14,22.1,1.7667
1973,12,3,18.5806,-2.2903
1974,1,8,21.6129,-2.2581
1974,2,0,19.8929,-2.5714
1974,3,20,22.8065,0.2258
1974,4,30.5,22.6167,4.6667
1974,5,121,24.5161,6.6129
1974,6,80,21.8167,8.3667
1974,7,86.3,21.2258,5.6129
1974,8,30,21.9677,4.6742
1974,9,176,19.95,6.9867
1974,10,4,15.5323,3.8645
1974,11,9,18.4,1.5933
1974,12,1,21.0323,0.8065
1975,1,26.5,20.3226,-0.6452
1975,2,13,21.6071,2.6536
1975,3,0,23.2903,2.8387
1975,4,2,22.75,4.4333
1975,5,146,23.1935,6.5323
1975,6,92,21.4333,7.6
1975,7,115,20.9516,6.2097
1975,8,49,22.096800000000002,5.2258
1975,9,97,18.7833,5.6333
1975,10,17,18.2258,4.7258
1975,11,10.2,20.3,1.6967
1975,12,5,16.9194,-0.9355
1976,1,0,17.5806,0.3613
1976,2,21,19.2586,-0.7828
1976,3,0,23.9839,1.6613
1976,4,69,22.77,4.9167
1976,5,70,23.8548,5.8226
1976,6,116,20.7833,5.9167
1976,7,125,20.6613,7.4355
1976,8,34.5,20.2742,5.5806
1976,9,38,21.9,6.0833
1976,10,47.19,21.0323,5.5806
1976,11,4,20.4667,3.42
1976,12,0,20.8548,1.5935
1977,1,0,21.8226,-2.3226
1977,2,18,20.3393,-0.4107
1977,3,0,24.129,1
1977,4,16.5,22.2857,2.8571
1977,5,28,25.6613,4.4516
1977,6,26,26.6,6.2167
1977,7,1.2,27.829,5.3871
1977,8,75.5,30,7.129
1977,9,8,29.1,7.55
1977,10,29.5,23.3097,6.7581
1977,11,41.5,21.85,2.1067
1977,12,7,19.5645,0.1935
1978,1,4.5,20.2742,-1.5161
1978,2,12,21.4643,-1.8393
1978,3,57,21.1774,1.9194
1978,4,11.5,20.67,5.7733
1978,5,18,25.0645,6.4516
1978,6,181.66,19.9333,8.5833
1978,7,43.13,21.3548,6.0645
1978,8,48,21.7367,5.8667
1978,9,93.66,19.4667,7.5667
1978,10,50.24,17.5323,5.9065
1978,11,9,20.0667,3.6167
1978,12,0,20.5806,1.4516
1979,1,0,20.8167,-1.3433
1979,2,20,21.9643,1.3929
1979,3,4.5,24.371,2.2903
1979,4,57.5,24.9667,5.4333
1979,5,13,24.2581,5.5161
1979,6,86,21.2667,6.3167
1979,7,84.5,18.52,5.1167
1979,8,92,21.096800000000002,6.371
1979,9,84.5,18.52,5.1167
1979,10,8,21.9226,1.4677
1979,11,0,21.7333,1.55
