Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1978,12,45,22.3226,4.3871
1979,1,0,19.7581,3.3548
1979,2,110,21.8571,4.3571
1979,3,0,23.0161,5.5323
1979,4,70.8,26.8667,7.4833
1979,5,55.8,26.2581,8.7581
1979,6,30.8,22.5667,9.4667
1979,7,103.8,22.0161,9.3387
1979,8,57.3,20.6935,9.4839
1979,9,138.2,20.85,9.3
1979,10,26.7,22.5,4.2258
1979,11,0,20.8867,5.0667
1979,12,0,20.3871,3.5806
1980,1,19,22.1935,3.129
1980,2,0,22.8448,3.7241
1980,3,0.7,26.9677,5.9516
1980,4,19.5,25.7167,6.3333
1980,5,97.5,27.8065,9.5484000000000009
1980,6,43.7,22.6833,8.6667
1980,7,41,22.9516,8.6935
1980,8,112,21.6774,9.7419
1980,9,118.4,21.0333,9.3
1980,10,0,21.9194,6.371
1980,11,32,19.8667,4.8667
1980,12,0,19.7903,2.0323
1981,1,2,18.9677,2.5161
1981,2,5.5,20.375,3.5714
1981,3,33,23.5161,5.8065
1981,4,12,24.8667,6.6333
1981,5,61.5,26.8065,7.5323
1981,6,292.3,22.1333,9.2833
1981,7,82,21.2581,8.8548
1981,8,148.3,20.5806,8.6774
1981,9,36.8,21.5833,8.15
1981,10,6.2,21.0484,6.0161
1981,11,0,21.9,3.55
1981,12,6,21.5484,2.9516
1982,1,0,23.4677,1.6774
1982,2,30,23.1964,3.0179
1982,3,20.4,22.5806,5.7581
1982,4,20,26.2333,6.6333
1982,5,109,26.4516,8.3871
1982,6,32,24.1667,7.0167
1982,7,17.2,22.2097,7.6774
1982,8,1,22.3226,5.9194
1982,9,21.1,22.45,8.05
1982,10,43.1,22.7258,6.3226
1982,11,0,22.1333,3.75
1982,12,4,21.6452,3.2258
1983,1,10.3,21.2097,3.0323
1983,2,73.6,22.3214,4.4286
1983,3,40.9,24.6613,3.2581
1983,4,0,28.1833,5.2333
1983,5,4.8,31.0161,7.4032
1983,6,117.3,26.6333,9.35
1983,7,95.6,22.3871,9.2742
1983,8,34.8,23.5161,7.8871
1983,9,19.8,23.1167,8.4833
1983,10,12.8,21.8548,5.7258
1983,11,53.2,21.5167,5.95
1983,12,0,20.0161,4.0968
1984,1,40,21.5161,2.8387
1984,2,8,21.6379,3.7759
1984,3,0,25.8871,5.2419
1984,4,0,28.4667,6.65
1984,5,65.9,25.4194,7.9516
1984,6,120.9,21.75,9.4667
1984,7,68.9,21.3871,8.2581
1984,8,41.6,21.7419,8.1129
1984,9,203.3,19.1167,9.0333
1984,11,0,20.15,1.3667
1984,12,0,18.6613,1.1452
1989,1,0.1,24.4839,1.7097
1989,6,215.5,25.4333,8.5
1989,7,16,23.2903,7.2903
1989,10,5,24.4516,9.871
1989,11,0.07,22.2667,3.8333
1989,12,15,21.629,11.0968
1990,2,37.05,22.5714,3.8214
1990,3,8.14,22.8387,3.9677
1990,4,78.07,25.1,5.6
1990,7,54,23.2903,7.2258
1990,8,38.04,23.6452,6.5161
1990,9,31,22.8667,7.4
