Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1975,9,236.4,NA,NA
1975,10,75.3,NA,NA
1975,11,14.6,NA,NA
1975,12,5,NA,NA
1976,1,14.2,NA,NA
1976,2,7.9,NA,NA
1976,3,18.7,NA,NA
1976,4,56.8,NA,NA
1976,5,114.5,NA,NA
1976,6,83.2,NA,NA
1976,7,190.4,NA,NA
1976,8,67.6,NA,NA
1976,9,69.5,NA,NA
1976,10,76.1,19.7833,9.9444
1976,11,12.6,16.9933,8.7667
1976,12,9.1,18.5516,6.7097
1977,1,1.9,16.6903,5.7742000000000004
1977,2,9.5,16.7929,7.2143
1977,3,0.2,23.2968,7.9677
1977,4,71.7,21.0667,9.1333
1977,5,47,20.3226,10.4516
1977,6,71.7,21.0667,9.1333
1977,7,47,20.3226,10.4516
1977,8,99.8,21.0645,11.5806
1977,9,37.5,22.6333,11.7
1977,10,75.8,19.6806,10.4839
1977,11,6.1,21.75,8.5667
1977,12,9.2,20.096800000000002,9.0968
1978,1,14,18.5484,5.9355
1978,2,15.5,18.3036,6.5357
1978,3,37.7,20.0194,8.6613
1978,4,6.4,23.92,11.6667
1978,5,40.4,25.2097,12.9677
1978,6,138.3,20.8167,11.4333
1978,7,100,19.5645,10.9032
1978,8,78.7,20.0323,10.871
1978,9,120,20.0167,11.45
1978,10,40.3,18.4548,10.5161
1978,11,8.6,18.6567,10.0167
1978,12,6.8,19.7742,8.4839
1979,1,3.8,19.8419,7
1979,2,12.3,18.9286,8.2321
1979,3,3.6,20.871,9.5806
1979,4,62.8,24.0667,11.9167
1979,5,43.6,23.7419,12.6452
1979,6,104.7,20.2533,11.4833
1979,7,100.5,21.0323,12.2903
1979,8,92.3,19.1,11.1774
1979,9,102.9,18.2033,11.4667
1979,10,27.5,20.129,9.9516
1979,11,9.4,16.91,8.5667
1979,12,12.8,17.2129,8.5806
1980,1,10.4,18.8419,8.2903
1980,2,1,18.8138,7.6897
1980,3,0,24.6129,9.9839
1980,4,14.4,23.0133,10.2167
1980,5,34.4,25.4677,13.8548
