Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
2017,5,127.1,NA,NA
2017,6,237.91,NA,NA
2017,7,125.2,NA,NA
2017,8,274.64,NA,NA
2017,9,371.1,NA,NA
2017,10,71.01,NA,NA
2017,11,NA,NA,NA
2017,12,27.81,NA,NA
2018,2,16.4,NA,NA
2018,3,112.11,NA,NA
2018,4,81.23,NA,NA
2018,5,18.53,NA,NA
2018,6,110.41,NA,NA
2018,7,22.81,NA,NA
2018,8,148.51,NA,NA
2018,9,154.2,NA,NA
2018,10,NA,NA,NA
2018,11,63.22,NA,NA
2018,12,33.75,NA,NA
2019,1,29.82,NA,NA
2019,2,NA,NA,NA
2019,3,38.62,NA,NA
2019,4,103.63,NA,NA
2019,5,80.03,NA,NA
2019,6,155.54,NA,NA
2019,7,47.53,NA,NA
2019,8,142.42,NA,NA
2019,9,180.64,NA,NA
2019,10,222.13,NA,NA
2019,11,22.77,NA,NA
2019,12,10.17,NA,NA
2020,1,79.73,NA,NA
2020,2,23.72,NA,NA
2020,3,6.9,NA,NA
2020,4,77.91,NA,NA
2020,5,56.95,NA,NA
2020,6,204.95,NA,NA
2020,7,79.04,NA,NA
2020,8,195.73,NA,NA
2020,9,252.5,NA,NA
2020,10,3.91,NA,NA
2020,11,50.23,NA,NA
2020,12,16.72,NA,NA
2021,1,160.01,NA,NA
2021,2,52,NA,NA
2021,3,10.82,NA,NA
2021,4,30.5,NA,NA
2021,5,122.92,NA,NA
2021,6,304.21,NA,NA
2021,7,129.25,NA,NA
2021,8,299,NA,NA
2021,9,215.23,NA,NA
2021,10,120.41,NA,NA
2021,11,59.14,NA,NA
2021,12,18.21,NA,NA
2022,1,66.72,NA,NA
2022,2,28.03,NA,NA
2022,3,27,NA,NA
2022,4,NA,NA,NA
2023,5,43.94,NA,NA
2023,6,97.2,NA,NA
2023,7,166.63,NA,NA
2023,8,175.92,NA,NA
2023,9,77.62,NA,NA
2023,10,68.24,NA,NA
2023,11,38.12,NA,NA
2023,12,80.42,NA,NA
2024,1,122.44,NA,NA
2024,2,29.22,NA,NA
2024,3,19.01,NA,NA
2024,4,7.82,NA,NA
2024,5,166,NA,NA
2024,6,670.52,NA,NA
2024,7,191.82,NA,NA
2024,8,143.21,NA,NA
2024,9,94.67,NA,NA
2024,10,180.2,NA,NA
2024,11,4.4,NA,NA
2024,12,30,NA,NA
2025,1,32.8,NA,NA
2025,2,22.6,NA,NA
