Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1954,2,57.64,22.75,7.3714
1954,3,29.52,24.9677,8.8097
1954,4,98.7,26.2333,11.48
1954,5,202.61,25.5548,13.2548
1954,6,692.83,25.9,15.1967
1954,7,550.6,24.7258,13.671
1954,8,376.14,26.2097,13.3097
1954,9,415.22,24.9,14.47
1954,10,389.61,23.6935,12.7258
1954,11,72.01,21.3667,8.4033
1954,12,16.53,20.2258,4.4645
1955,1,59.13,20.371,6.8032
1955,2,20.01,22.3929,6.5607
1955,3,46.51,24.8226,7.2355
1955,4,71.01,28.1167,11.765
1955,5,28,28.6935,12.6
1955,6,256.83,27.25,13.56
1955,7,1119.71,24.4839,14.4194
1955,8,296.52,26.629,13.9516
1955,9,464.61,25.3167,14.7667
1955,10,364.93,23.3226,11.8742
1955,11,132.41,23.65,9.14
1955,12,125.02,20.2742,5.8871
1956,1,49.81,21.1452,4.7742000000000004
1956,2,44.51,23.0172,6.8966
1956,3,28.51,24.096800000000002,8.4677
1956,4,89.91,26.5833,10.9
1956,5,387.02,24.7581,12.548400000000001
1956,6,522.1,23.6667,12.8667
1956,7,378.53,24.2097,13.0806
1956,8,274.15,25.8065,13.129
1956,9,430.61,24.1167,12.85
1956,10,196.93,24.129,10.9677
1956,11,180.21,20.0333,9.0667
1956,12,79.82,19.1774,9.2419
1957,1,43,19.9581,7.0968
1957,2,106.51,22,8.7143
1957,3,91.5,19.8333,9.4667
1957,4,40.5,NA,NA
1957,5,208,NA,NA
1957,6,467,NA,NA
1957,7,507.5,NA,NA
1957,8,406.5,NA,NA
1957,9,507.2,NA,NA
1957,10,188.8,21.2903,17.3871
1957,11,28.5,21,16.7167
1957,12,75,18.1129,9.3387
1958,1,89.51,15.9194,6.8806
1958,2,78.51,20.7679,8.3214
1958,3,93.1,21.3871,10.8065
1958,4,37.6,26.1167,13.35
1958,5,189.72,25.302,14.2333
1958,6,347.3,25.9833,16.3833
1958,7,1137.31,23.9355,15.5645
1958,8,699.01,26.2419,14.4032
1958,9,465.5,25.3667,15.6333
1958,10,607,23.371,15.3548
1958,11,381.11,22.5667,12.7667
1958,12,89.33,19.0694,10.0968
1959,1,234.52,19.8065,8.3065
1959,2,86.31,22.8571,9.2857
1959,3,88,20.9677,9.8548
1959,4,118.01,23.5667,11.0167
1959,5,261.41,25.4032,13.0645
1959,6,498,25.6,15.6
1959,7,465.72,25.4355,13.4194
1959,8,342.52,25.5694,13.5161
1959,9,334.9,NA,NA
1959,10,418.91,24.3226,15
1959,11,113.9,20.4167,10.1
1959,12,28.11,19.4516,7.371
1960,1,67.02,20.1129,7.9516
1960,2,21.62,20.6034,5.7241
1960,3,51.31,21.4677,8.8387
1960,4,46.2,24.9167,9.9333
1960,5,91.33,26.5806,14.048400000000001
1960,6,436.2,26.9167,14.3833
1960,7,739.33,26.3226,14.2097
1960,8,498.41,25.1129,14.9677
1960,9,451.01,23.6333,14.5
1960,10,271.27,24.9516,13.7419
1960,11,84.72,22.6333,10.9
1960,12,98.82,18.7742,8.2742
1961,1,125,17.8387,8.1774
1961,2,66.7,19.3571,7.0536
1961,3,48.9,25.1613,10.5968
1961,4,4.8,25.9333,12.0667
1961,5,112.3,27.5484,13.6613
1961,6,548.4,25.7667,14.55
1961,7,816.8,24.5645,13.548400000000001
1961,8,349.3,25.3387,13.0161
1961,9,332.4,25.3167,14.2
1961,10,146.6,22.3226,12.2258
1961,11,145.7,22.6333,11.1667
1961,12,89.9,21.3226,8.1613
1962,1,32.4,19.1129,6.0968
1962,2,3.7,24.9464,7.0536
1962,3,67,24.0484,9.4516
1962,4,123.5,23.65,11.15
1962,5,169,26.1613,12.629
1962,6,260.9,26.6,14.3167
1962,7,505.4,25.871,13.4355
1962,8,296.7,26.3065,13.1452
1962,9,430,25.3,14.3333
1962,10,257.1,24.7258,13.1613
1962,11,250.7,22.1167,8.9
1962,12,41.2,20.5645,7.4355
1963,1,41.2,20.5645,7.4355
1963,2,17.2,20.8571,5.9464
1963,3,46.7,24.8226,9.9677
1963,4,27.6,27.3667,11.1333
1963,5,151.8,25.6935,12.9516
1963,6,438.3,26.4333,14.95
1963,7,669.5,24.8387,14.048400000000001
1963,8,473.9,25.4677,13.8226
1963,9,NA,27.35,12.5667
1963,10,305.5,24.0806,12.4839
1963,11,86.7,22.95,8.9333
1963,12,103.8,18.3871,7.5484
1964,1,39,19.7258,7.0323
1964,2,28.7,20.7241,8.5862
1964,3,61,25.3387,10.4355
1964,4,50,27.85,12.1667
1964,5,275.6,27.096800000000002,13.371
1964,6,536.7,25.7833,14.25
1964,7,642.8,25.1129,13.3871
1964,8,296.2,26.4194,12.2581
1964,9,492.6,26.5833,13.75
1964,10,232.5,22.9355,11.3226
1964,11,167.7,23.5667,10.65
1964,12,100.5,22.8226,7.8548
1965,1,122.4,22.1452,6.4355
1965,2,78.5,23.1071,6.9286
1965,3,61.1,22.7258,8.4355
1965,4,91.3,26.9667,11.2833
1965,5,35.4,27.3065,13.4032
1965,6,509.8,26.4833,13.9
1965,7,526.8,27.2742,11.9194
1965,8,550.7,24.6129,12.8387
1965,9,459.2,25.5,12.7833
1965,10,221.4,23.2419,12.2581
