Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1982,9,23.58,20.6,8.35
1982,10,27.08,19.8387,7.4355
1982,11,0.03,20.8,3.9167
1982,12,0,20,3.2258
1983,1,9.54,19.6452,2.5323
1983,2,16.52,20.6071,3.0357
1983,3,1.01,21.7419,3.9355
1983,4,0,22.9,6.8333
1983,5,6,23.7742,8.6774
1983,6,18,24.6667,8.55
1983,7,24.08,21.3548,8.6774
1983,8,14.02,22.2581,8.6452
1983,9,56.07,22.25,8.65
1983,10,2.03,18.9677,7.1613
1983,11,13.5,18.1333,5.6667
1983,12,0.01,18.8387,4.871
1984,1,23,19.5161,3.3548
1984,2,2.5,21,3.6207
1984,3,3.5,24.6129,5.9032
1984,4,0,27.1,9.7333
1984,5,97.5,21.5484,9
1984,6,39.7,21.6,8.4
1984,7,77.8,19.2258,8.8387
1984,8,6.7,19.871,8.3548
1984,9,192,18.1333,8.3333
1984,10,1.5,20.3548,5.3871
1984,11,0,18.7333,3.8333
1984,12,4,19.1935,2.5806
1985,1,0,20.129,3.3226
1985,2,0,20.8214,3.75
1985,3,3.2,22.7419,7.0323
1985,4,59,21.9667,8.4333
1985,5,33.3,23.1613,11
1985,6,41.2,21.5,10.7667
1985,7,83,20.0645,10.3548
1985,8,16.5,19.7097,8.3226
1985,9,73.87,20.6,8.7833
1985,10,11.6,19.871,6.9355
1985,11,5,19.4333,3.5667
1985,12,7.6,17.096800000000002,4.5484
1986,1,9.6,15,-0.4194
1986,2,NA,16.7143,2.5
1986,3,0,19.2581,3.2581
1986,4,26.3,19.2667,3.1
1986,5,41.6,20.6581,7.6452
1986,6,115.5,21.4333,11.6333
1986,7,14.3,20.7419,10.1613
1986,8,7.4,21.6452,8.4516
1986,9,44.1,21.6333,9.7
1986,10,12.6,20.2258,8.6452
1986,11,39.8,21.7333,8.0333
1986,12,12.4,21.8065,5.2581
1987,1,0,21.8065,5.2581
1987,2,0,24.2857,6.5714
1987,3,19.3,24.096800000000002,8
1987,4,7.2,23.1,7.8667
1987,5,22.8,22.9677,9.9355
1987,6,53.1,21.7333,11.8333
1987,7,28.2,21.4194,11.0323
1987,8,12.8,22.7742,10.2581
1987,9,3.5,22.8333,10.6667
1987,10,4.8,18.3226,5.2903
1987,11,2.3,19.7667,5.5333
1987,12,5.9,20.5806,4.7097
1988,1,4.3,18.8387,4.0323
1988,2,14.1,19.931,4.4138
