Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1964,4,35,NA,NA
1964,5,91.5,NA,NA
1964,6,243,NA,NA
1964,7,68.5,NA,NA
1964,8,116,NA,NA
1964,9,105,NA,NA
1964,10,56,NA,NA
1964,11,102,NA,NA
1964,12,53,NA,NA
1965,1,55.5,NA,NA
1965,2,37,NA,NA
1965,3,47,NA,NA
1965,4,47.5,NA,NA
1965,5,9.5,NA,NA
1965,6,397,NA,NA
1965,7,226,NA,NA
1965,8,442,NA,NA
1965,9,249,NA,NA
1965,10,137.5,NA,NA
1965,11,43,NA,NA
1965,12,86.5,NA,NA
1966,1,55.5,NA,NA
1966,2,67,NA,NA
1966,3,40,NA,NA
1966,4,4,NA,NA
1966,5,290,NA,NA
1966,6,571,NA,NA
1966,7,381,NA,NA
1966,8,379,NA,NA
1966,9,351,25.5,17.7667
1966,10,245,29.2667,21.0333
1966,11,35,NA,NA
1966,12,7,NA,NA
1967,1,21,NA,NA
1967,2,63,NA,NA
1967,3,7,NA,NA
1967,4,79,NA,NA
1967,5,66,NA,NA
1967,6,184,NA,NA
1967,7,351,NA,NA
1967,8,375,NA,NA
1967,9,451,NA,NA
1967,10,174,NA,NA
1967,11,143,NA,NA
1967,12,12,NA,NA
1968,1,51,NA,NA
1968,2,83,NA,NA
1968,3,57,NA,NA
1968,4,76,NA,NA
1968,5,155,NA,NA
1968,6,437,NA,NA
1968,7,236,NA,NA
1968,8,343.6,NA,NA
1968,9,172,NA,NA
1968,10,564,NA,NA
1968,11,220,NA,NA
1968,12,125,NA,NA
1969,1,105,NA,NA
1969,2,121,NA,NA
1969,3,162,NA,NA
1969,4,27,NA,NA
1969,5,152,NA,NA
1969,6,124,NA,NA
1969,7,489.5,NA,NA
1969,8,487,NA,NA
1969,9,383,NA,NA
1969,10,126,NA,NA
1969,11,26,NA,NA
1969,12,17,NA,NA
1970,1,26,NA,NA
1970,2,92,NA,NA
1970,3,22,NA,NA
1970,4,7,NA,NA
1970,5,13,NA,NA
1970,6,317,NA,NA
1970,7,196,NA,NA
1970,8,204,NA,NA
1970,9,326,NA,NA
1970,10,37,NA,NA
1970,11,33,NA,NA
1970,12,2,NA,NA
1971,1,28,NA,NA
1971,2,18,NA,NA
1971,3,6,NA,NA
1971,4,36,NA,NA
1971,5,58,NA,NA
1971,6,171,NA,NA
1971,7,184,NA,NA
1971,8,149,NA,NA
1971,9,334,NA,NA
1971,10,295,NA,NA
1971,11,95,NA,NA
1971,12,70,NA,NA
1972,1,38,NA,NA
1972,2,15,NA,NA
1972,3,48,NA,NA
1972,4,53,NA,NA
1972,5,172,NA,NA
1972,6,384,NA,NA
1973,1,24,NA,NA
1973,2,49,NA,NA
1973,3,12,NA,NA
1973,4,75,NA,NA
1973,5,115,NA,NA
1973,6,549,28.2333,18.9667
1973,7,215,NA,NA
1973,8,206,24.1667,11.6333
