Anio,Mes,PRECIP_acum,TMAX_prom,TMIN_prom
1952,2,110.01,26.3552,11.1931
1952,3,735.1,30.1419,12.8774
1952,4,147.9,27.75,13.8933
1952,5,291.8,31.0484,15.2097
1952,6,688.9,27.9233,16.42
1952,7,703,26.5484,16.4032
1952,8,356.6,28.4806,16.3065
1952,9,802.9,28.0567,16.12
1952,10,104.5,26.8645,13.4258
1952,11,110.3,25.02,14.6733
1952,12,35,23.8161,12.8
1953,1,11.62,24.3194,10.548400000000001
1953,2,13.84,27.1179,12.7893
1953,3,6.8,30.3452,15.9387
1953,4,56.52,32.1167,18.6833
1953,5,74.2,33.6774,19.3161
1953,6,328.03,30.3733,17.79
1953,7,359.54,28.6935,17.629
1953,8,332.52,30.1774,17.9516
1953,9,513,28.7333,17.8167
1953,10,153.55,26.8226,16.9194
1953,11,87.53,24.95,14.0833
1953,12,23.53,23.4355,12.8065
1954,1,47.52,25.1613,12.7258
1954,2,14.52,25.8214,13.0536
1954,3,3.53,28.7581,14.629
1954,4,39.01,29.6,17.2
1954,5,77.83,29.0806,17.2613
1954,6,739.51,28.9667,17.58
1954,7,386.51,27.6452,16.8387
1954,8,494.52,28.8226,16.4355
1954,9,744.02,27.7,17.7833
1954,10,344.02,25.7581,16.4839
1954,11,45.02,23.1667,13.4
1954,12,5.01,23.1129,10.3871
1955,1,16.02,24.129,12.4839
1955,2,15,25,12.375
1955,3,38.52,27.8548,14.7742
1955,4,35.01,30.9167,17.7833
1955,5,39,30.5,17.9194
1955,6,107,29.3,18.65
1955,7,960.03,25.6774,17.6452
1955,8,411.01,27.4032,17.3871
1955,9,613.01,26.4333,18.0167
1955,10,311.02,24.8548,15.7258
1955,11,159.52,24.8,14.9
1955,12,314.05,22.9194,13.0806
1956,1,184.72,22.8871,11.371
1956,2,123.81,24.4828,13.7414
1956,3,31.62,26.371,13.6129
1956,4,97.53,30.2167,16.1667
1956,5,723.52,30.1452,14.1613
1956,6,NA,29.5,15.5417
1956,7,361.02,30.0323,18.629
1956,8,210.05,30.2903,18.6452
1956,9,577.02,28.2833,18.4667
1956,10,138.15,26.8548,18.3387
1956,11,34.5,23.9667,16.3333
