#;date;lon;lat;value;
;1950-01-01;-97.42;19.1422;0.7419586;
;1950-02-01;-97.42;19.1422;0.7820129;
;1950-03-01;-97.42;19.1422;2.077103;
;1950-04-01;-97.42;19.1422;4.125595;
;1950-05-01;-97.42;19.1422;2.336502;
;1950-06-01;-97.42;19.1422;3.27301;
;1950-07-01;-97.42;19.1422;2.365112;
;1950-08-01;-97.42;19.1422;0.9346008;
;1950-09-01;-97.42;19.1422;3.370285;
;1950-10-01;-97.42;19.1422;5.214691;
;1950-11-01;-97.42;19.1422;0.1354218;
;1950-12-01;-97.42;19.1422;0.09155273;
;1951-01-01;-97.42;19.1422;0.5130768;
;1951-02-01;-97.42;19.1422;0.369072;
;1951-03-01;-97.42;19.1422;1.346588;
;1951-04-01;-97.42;19.1422;1.426697;
;1951-05-01;-97.42;19.1422;4.219055;
;1951-06-01;-97.42;19.1422;4.341125;
;1951-07-01;-97.42;19.1422;2.731323;
;1951-08-01;-97.42;19.1422;2.76947;
;1951-09-01;-97.42;19.1422;2.300262;
;1951-10-01;-97.42;19.1422;0.9822845;
;1951-11-01;-97.42;19.1422;1.279831;
;1951-12-01;-97.42;19.1422;0.3242493;
;1952-01-01;-97.42;19.1422;0.3423691;
;1952-02-01;-97.42;19.1422;0.1449585;
;1952-03-01;-97.42;19.1422;0.3166199;
;1952-04-01;-97.42;19.1422;1.924515;
;1952-05-01;-97.42;19.1422;4.032135;
;1952-06-01;-97.42;19.1422;5.836487;
;1952-07-01;-97.42;19.1422;1.653671;
;1952-08-01;-97.42;19.1422;0.9727478;
;1952-09-01;-97.42;19.1422;6.42395;
;1952-10-01;-97.42;19.1422;1.735687;
;1952-11-01;-97.42;19.1422;1.70517;
;1952-12-01;-97.42;19.1422;0.7181168;
;1953-01-01;-97.42;19.1422;0.3795624;
;1953-02-01;-97.42;19.1422;0.6351471;
;1953-03-01;-97.42;19.1422;1.214981;
;1953-04-01;-97.42;19.1422;1.600266;
;1953-05-01;-97.42;19.1422;1.245499;
;1953-06-01;-97.42;19.1422;4.337311;
;1953-07-01;-97.42;19.1422;1.644135;
;1953-08-01;-97.42;19.1422;0.7953644;
;1953-09-01;-97.42;19.1422;4.817963;
;1953-10-01;-97.42;19.1422;2.498627;
;1953-11-01;-97.42;19.1422;0.6847382;
;1953-12-01;-97.42;19.1422;0.6437302;
;1954-01-01;-97.42;19.1422;0.1392365;
;1954-02-01;-97.42;19.1422;1.530647;
;1954-03-01;-97.42;19.1422;0.6694794;
;1954-04-01;-97.42;19.1422;2.904892;
;1954-05-01;-97.42;19.1422;2.574921;
;1954-06-01;-97.42;19.1422;5.149841;
;1954-07-01;-97.42;19.1422;1.592636;
;1954-08-01;-97.42;19.1422;1.384735;
;1954-09-01;-97.42;19.1422;5.310059;
;1954-10-01;-97.42;19.1422;4.430771;
;1954-11-01;-97.42;19.1422;0.7667542;
;1954-12-01;-97.42;19.1422;0.1487732;
;1955-01-01;-97.42;19.1422;0.287056;
;1955-02-01;-97.42;19.1422;0.1440048;
;1955-03-01;-97.42;19.1422;0.9994507;
;1955-04-01;-97.42;19.1422;1.169205;
;1955-05-01;-97.42;19.1422;2.222061;
;1955-06-01;-97.42;19.1422;2.193451;
;1955-07-01;-97.42;19.1422;5.237579;
;1955-08-01;-97.42;19.1422;1.9207;
;1955-09-01;-97.42;19.1422;6.603241;
;1955-10-01;-97.42;19.1422;2.008438;
;1955-11-01;-97.42;19.1422;2.290726;
;1955-12-01;-97.42;19.1422;1.024246;
;1956-01-01;-97.42;19.1422;0.2040863;
;1956-02-01;-97.42;19.1422;0.6160736;
;1956-03-01;-97.42;19.1422;1.580238;
;1956-04-01;-97.42;19.1422;2.916336;
;1956-05-01;-97.42;19.1422;1.512527;
;1956-06-01;-97.42;19.1422;4.962921;
;1956-07-01;-97.42;19.1422;1.384735;
;1956-08-01;-97.42;19.1422;2.393723;
;1956-09-01;-97.42;19.1422;3.791809;
;1956-10-01;-97.42;19.1422;0.6637573;
;1956-11-01;-97.42;19.1422;1.143456;
;1956-12-01;-97.42;19.1422;0.4882812;
;1957-01-01;-97.42;19.1422;0.3786087;
;1957-02-01;-97.42;19.1422;0.4329681;
;1957-03-01;-97.42;19.1422;0.3528595;
;1957-04-01;-97.42;19.1422;2.628326;
;1957-05-01;-97.42;19.1422;1.293182;
;1957-06-01;-97.42;19.1422;2.943039;
;1957-07-01;-97.42;19.1422;0.7133484;
;1957-08-01;-97.42;19.1422;1.241684;
;1957-09-01;-97.42;19.1422;4.146576;
;1957-10-01;-97.42;19.1422;0.8907318;
;1957-11-01;-97.42;19.1422;1.068115;
;1957-12-01;-97.42;19.1422;0.3185272;
;1958-01-01;-97.42;19.1422;1.384735;
;1958-02-01;-97.42;19.1422;0.5149841;
;1958-03-01;-97.42;19.1422;0.1392365;
;1958-04-01;-97.42;19.1422;1.157761;
;1958-05-01;-97.42;19.1422;3.770828;
;1958-06-01;-97.42;19.1422;3.643036;
;1958-07-01;-97.42;19.1422;4.108429;
;1958-08-01;-97.42;19.1422;1.649857;
;1958-09-01;-97.42;19.1422;5.292892;
;1958-10-01;-97.42;19.1422;2.155304;
;1958-11-01;-97.42;19.1422;3.288269;
;1958-12-01;-97.42;19.1422;1.680374;
;1959-01-01;-97.42;19.1422;1.111984;
;1959-02-01;-97.42;19.1422;0.5912781;
;1959-03-01;-97.42;19.1422;0.7266998;
;1959-04-01;-97.42;19.1422;2.943039;
;1959-05-01;-97.42;19.1422;2.033234;
;1959-06-01;-97.42;19.1422;9.140015;
;1959-07-01;-97.42;19.1422;3.330231;
;1959-08-01;-97.42;19.1422;2.765656;
;1959-09-01;-97.42;19.1422;4.053116;
;1959-10-01;-97.42;19.1422;6.649017;
;1959-11-01;-97.42;19.1422;0.6370544;
;1959-12-01;-97.42;19.1422;0.5512238;
;1960-01-01;-97.42;19.1422;0.3242493;
;1960-02-01;-97.42;19.1422;0.09918213;
;1960-03-01;-97.42;19.1422;0.5369186;
;1960-04-01;-97.42;19.1422;1.44577;
;1960-05-01;-97.42;19.1422;2.571106;
;1960-06-01;-97.42;19.1422;2.975464;
;1960-07-01;-97.42;19.1422;2.094269;
;1960-08-01;-97.42;19.1422;4.011154;
;1960-09-01;-97.42;19.1422;4.789352;
;1960-10-01;-97.42;19.1422;1.657486;
;1960-11-01;-97.42;19.1422;0.4444122;
;1960-12-01;-97.42;19.1422;0.3576279;
;1961-01-01;-97.42;19.1422;0.7190704;
;1961-02-01;-97.42;19.1422;0.4310608;
;1961-03-01;-97.42;19.1422;0.5760193;
;1961-04-01;-97.42;19.1422;1.049042;
;1961-05-01;-97.42;19.1422;1.930237;
;1961-06-01;-97.42;19.1422;3.448486;
;1961-07-01;-97.42;19.1422;2.557755;
;1961-08-01;-97.42;19.1422;1.277924;
;1961-09-01;-97.42;19.1422;2.498627;
;1961-10-01;-97.42;19.1422;1.037598;
;1961-11-01;-97.42;19.1422;1.424789;
;1961-12-01;-97.42;19.1422;0.5130768;
;1962-01-01;-97.42;19.1422;0.1602173;
;1962-02-01;-97.42;19.1422;0.5083084;
;1962-03-01;-97.42;19.1422;1.094818;
;1962-04-01;-97.42;19.1422;4.077911;
;1962-05-01;-97.42;19.1422;1.821518;
;1962-06-01;-97.42;19.1422;2.576828;
;1962-07-01;-97.42;19.1422;1.018524;
;1962-08-01;-97.42;19.1422;1.409531;
;1962-09-01;-97.42;19.1422;2.132416;
;1962-10-01;-97.42;19.1422;0.5874634;
;1962-11-01;-97.42;19.1422;0.3490448;
;1962-12-01;-97.42;19.1422;0.7305145;
;1963-01-01;-97.42;19.1422;0.3890991;
;1963-02-01;-97.42;19.1422;0.1678467;
;1963-03-01;-97.42;19.1422;1.253128;
;1963-04-01;-97.42;19.1422;0.8068085;
;1963-05-01;-97.42;19.1422;3.27301;
;1963-06-01;-97.42;19.1422;3.389359;
;1963-07-01;-97.42;19.1422;3.288269;
;1963-08-01;-97.42;19.1422;2.147675;
;1963-09-01;-97.42;19.1422;2.820969;
;1963-10-01;-97.42;19.1422;2.328873;
;1963-11-01;-97.42;19.1422;0.8583069;
;1963-12-01;-97.42;19.1422;0.6713867;
;1964-01-01;-97.42;19.1422;0.9918213;
;1964-02-01;-97.42;19.1422;0.2775192;
;1964-03-01;-97.42;19.1422;1.976013;
;1964-04-01;-97.42;19.1422;1.781464;
;1964-05-01;-97.42;19.1422;2.351761;
;1964-06-01;-97.42;19.1422;4.896164;
;1964-07-01;-97.42;19.1422;1.998901;
;1964-08-01;-97.42;19.1422;0.9498596;
;1964-09-01;-97.42;19.1422;1.958847;
;1964-10-01;-97.42;19.1422;1.041412;
;1964-11-01;-97.42;19.1422;2.225876;
;1964-12-01;-97.42;19.1422;0.6408691;
;1965-01-01;-97.42;19.1422;0.5626678;
;1965-02-01;-97.42;19.1422;1.430511;
;1965-03-01;-97.42;19.1422;0.6322861;
;1965-04-01;-97.42;19.1422;2.204895;
;1965-05-01;-97.42;19.1422;1.979828;
;1965-06-01;-97.42;19.1422;4.564285;
;1965-07-01;-97.42;19.1422;2.233505;
;1965-08-01;-97.42;19.1422;3.204346;
;1965-09-01;-97.42;19.1422;1.356125;
;1965-10-01;-97.42;19.1422;2.372742;
;1965-11-01;-97.42;19.1422;0.5044937;
;1965-12-01;-97.42;19.1422;0.8716583;
;1966-01-01;-97.42;19.1422;0.4520416;
;1966-02-01;-97.42;19.1422;1.573563;
;1966-03-01;-97.42;19.1422;1.94931;
;1966-04-01;-97.42;19.1422;2.95639;
;1966-05-01;-97.42;19.1422;1.85585;
;1966-06-01;-97.42;19.1422;1.996994;
;1966-07-01;-97.42;19.1422;2.634048;
;1966-08-01;-97.42;19.1422;1.558304;
;1966-09-01;-97.42;19.1422;3.149033;
;1966-10-01;-97.42;19.1422;2.33078;
;1966-11-01;-97.42;19.1422;0.2651215;
;1966-12-01;-97.42;19.1422;0.66185;
;1967-01-01;-97.42;19.1422;1.327515;
;1967-02-01;-97.42;19.1422;0.4882812;
;1967-03-01;-97.42;19.1422;1.371384;
;1967-04-01;-97.42;19.1422;1.021385;
;1967-05-01;-97.42;19.1422;3.303528;
;1967-06-01;-97.42;19.1422;3.265381;
;1967-07-01;-97.42;19.1422;0.7133484;
;1967-08-01;-97.42;19.1422;3.591537;
;1967-09-01;-97.42;19.1422;5.966187;
;1967-10-01;-97.42;19.1422;1.934052;
;1967-11-01;-97.42;19.1422;0.3852844;
;1967-12-01;-97.42;19.1422;0.4329681;
;1968-01-01;-97.42;19.1422;1.022339;
;1968-02-01;-97.42;19.1422;2.132416;
;1968-03-01;-97.42;19.1422;0.4367828;
;1968-04-01;-97.42;19.1422;2.841949;
;1968-05-01;-97.42;19.1422;3.099442;
;1968-06-01;-97.42;19.1422;4.926682;
;1968-07-01;-97.42;19.1422;1.026154;
;1968-08-01;-97.42;19.1422;0.6656647;
;1968-09-01;-97.42;19.1422;2.002716;
;1968-10-01;-97.42;19.1422;1.537323;
;1968-11-01;-97.42;19.1422;0.6923676;
;1968-12-01;-97.42;19.1422;0.7705688;
;1969-01-01;-97.42;19.1422;0.7743835;
;1969-02-01;-97.42;19.1422;0.9689331;
;1969-03-01;-97.42;19.1422;1.699448;
;1969-04-01;-97.42;19.1422;1.110077;
;1969-05-01;-97.42;19.1422;1.573563;
;1969-06-01;-97.42;19.1422;0.8583069;
;1969-07-01;-97.42;19.1422;1.859665;
;1969-08-01;-97.42;19.1422;5.792618;
;1969-09-01;-97.42;19.1422;4.549026;
;1969-10-01;-97.42;19.1422;1.244545;
;1969-11-01;-97.42;19.1422;0.371933;
;1969-12-01;-97.42;19.1422;0.1039505;
;1970-01-01;-97.42;19.1422;0.3051758;
;1970-02-01;-97.42;19.1422;1.322746;
;1970-03-01;-97.42;19.1422;0.1010895;
;1970-04-01;-97.42;19.1422;0.5130768;
;1970-05-01;-97.42;19.1422;1.647949;
