#      date    lon    lat    value 
cdo(1) remapnn: Nearest neighbor weights from lonlat (9x9) to lonlat (1x1) grid
 1950-01-01 -97.5669 19.0233 9.445704 
 1950-02-01 -97.5669 19.0233 10.31314 
 1950-03-01 -97.5669 19.0233 12.18545 
 1950-04-01 -97.5669 19.0233 13.02383 
 1950-05-01 -97.5669 19.0233 14.53286 
 1950-06-01 -97.5669 19.0233 13.67568 
 1950-07-01 -97.5669 19.0233 13.10488 
 1950-08-01 -97.5669 19.0233 13.64028 
 1950-09-01 -97.5669 19.0233 14.03164 
 1950-10-01 -97.5669 19.0233  12.3793 
 1950-11-01 -97.5669 19.0233  10.2792 
 1950-12-01 -97.5669 19.0233 9.903467 
 1951-01-01 -97.5669 19.0233  10.6769 
 1951-02-01 -97.5669 19.0233 10.50601 
 1951-03-01 -97.5669 19.0233 12.70596 
 1951-04-01 -97.5669 19.0233 14.74551 
 1951-05-01 -97.5669 19.0233  14.3793 
 1951-06-01 -97.5669 19.0233 14.55679 
 1951-07-01 -97.5669 19.0233 13.72036 
 1951-08-01 -97.5669 19.0233 14.31558 
 1951-09-01 -97.5669 19.0233 13.90176 
 1951-10-01 -97.5669 19.0233 13.60073 
 1951-11-01 -97.5669 19.0233 12.50064 
 1951-12-01 -97.5669 19.0233 11.42227 
 1952-01-01 -97.5669 19.0233 11.24087 
 1952-02-01 -97.5669 19.0233 12.08218 
 1952-03-01 -97.5669 19.0233 14.77847 
 1952-04-01 -97.5669 19.0233 14.46914 
 1952-05-01 -97.5669 19.0233 14.23037 
 1952-06-01 -97.5669 19.0233 13.76968 
 1952-07-01 -97.5669 19.0233 13.23672 
 1952-08-01 -97.5669 19.0233 13.97769 
 1952-09-01 -97.5669 19.0233 13.34243 
 1952-10-01 -97.5669 19.0233 10.63516 
 1952-11-01 -97.5669 19.0233 11.39492 
 1952-12-01 -97.5669 19.0233 9.823389 
 1953-01-01 -97.5669 19.0233 9.801172 
 1953-02-01 -97.5669 19.0233 11.97476 
 1953-03-01 -97.5669 19.0233 13.09316 
 1953-04-01 -97.5669 19.0233 15.10635 
 1953-05-01 -97.5669 19.0233 15.64199 
